Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Market Cap,P/E Ratio,Dividend Yield,EPS
2021-09-01 00:00:00-04:00,244.69332885742188,247.3300018310547,243.7566680908203,244.69667053222656,39612900,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-02 00:00:00-04:00,244.8333282470703,246.99000549316406,243.51333618164062,244.1300048828125,38331900,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-03 00:00:00-04:00,244.0833282470703,244.6666717529297,241.39999389648438,244.52333068847656,45738300,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-07 00:00:00-04:00,246.6666717529297,253.39999389648438,246.4199981689453,250.97332763671875,60119400,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-08 00:00:00-04:00,253.86000061035156,254.81666564941406,246.92333984375,251.2899932861328,56379000,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-09 00:00:00-04:00,251.1366729736328,254.03334045410156,250.5433349609375,251.6199951171875,42233100,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-10 00:00:00-04:00,253.1999969482422,254.20333862304688,244.83999633789062,245.42333984375,45552600,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-13 00:00:00-04:00,246.73666381835938,248.25999450683594,236.28334045410156,247.6666717529297,68857500,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-14 00:00:00-04:00,247.52333068847656,251.49000549316406,245.46665954589844,248.163330078125,55574700,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-15 00:00:00-04:00,248.3333282470703,252.2866668701172,246.1199951171875,251.94332885742188,46073100,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-16 00:00:00-04:00,250.94332885742188,252.97000122070312,249.20333862304688,252.3300018310547,41770200,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-17 00:00:00-04:00,252.38333129882812,253.67999267578125,250.0,253.163330078125,84612600,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-20 00:00:00-04:00,244.85333251953125,247.3333282470703,239.5399932861328,243.38999938964844,74273100,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-21 00:00:00-04:00,244.92999267578125,248.24667358398438,243.47999572753906,246.4600067138672,48992100,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-22 00:00:00-04:00,247.8433380126953,251.22332763671875,246.3733367919922,250.64666748046875,45378900,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-23 00:00:00-04:00,251.6666717529297,252.73333740234375,249.30667114257812,251.2133331298828,35842500,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-24 00:00:00-04:00,248.6300048828125,258.26666259765625,248.18666076660156,258.1300048828125,64119000,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-27 00:00:00-04:00,257.7066650390625,266.3333435058594,256.4366760253906,263.78668212890625,84212100,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-28 00:00:00-04:00,262.3999938964844,265.21331787109375,255.39332580566406,259.1866760253906,76144200,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-29 00:00:00-04:00,259.9333190917969,264.5,256.8933410644531,260.4366760253906,62828700,0.0,0.0,TSLA,1142427484160,174.96304,N/A,2.03
2021-09-01 00:00:00-04:00,112.89212361714365,113.96263560111373,112.27234975044877,113.11749267578125,8603900,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-02 00:00:00-04:00,113.56824941473754,113.99081733785792,113.11750408763572,113.4273910522461,6866400,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-03 00:00:00-04:00,114.16922414278707,116.8924592080618,113.86872968371661,116.41354370117188,10361400,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-07 00:00:00-04:00,117.02393418185778,117.64370091745776,116.33842733775947,117.09905242919922,9739900,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-08 00:00:00-04:00,115.47452173439542,115.63415788190957,113.84058321977314,114.4603500366211,7983300,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-09 00:00:00-04:00,114.7420635574771,115.96281938362388,114.45095434827353,115.20219421386719,5101300,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-10 00:00:00-04:00,115.52145057088114,116.76099116314475,115.39937715440523,115.47450256347656,5163900,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-13 00:00:00-04:00,115.44633299147512,116.53562277187359,114.75143370009063,116.08488464355469,6622800,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-14 00:00:00-04:00,116.0942668453872,116.0942668453872,114.93924415361359,115.5871810913086,5110500,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-15 00:00:00-04:00,114.94865171362957,115.03316243489584,113.51190497291586,114.0941162109375,5566500,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-16 00:00:00-04:00,113.14839320682607,114.21387131976249,112.53550463819954,113.8932876586914,7301400,0.497,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-17 00:00:00-04:00,113.32752607980319,113.59153779723826,110.9702683258762,111.02684020996094,10722700,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-20 00:00:00-04:00,108.62245260626639,109.38620913815778,107.0666679832683,108.1510009765625,8991000,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-21 00:00:00-04:00,109.04674650249586,109.2541863384468,108.00955451652106,108.3961410522461,8182200,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-22 00:00:00-04:00,108.65073869563669,109.6030657463124,108.34900995995895,109.25419616699219,5345600,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-23 00:00:00-04:00,110.29139447645696,110.29139447645696,108.9901833853967,109.5559310913086,5484700,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-24 00:00:00-04:00,109.37677637099179,109.90479988594532,108.93361069503541,109.0373306274414,4455900,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-27 00:00:00-04:00,109.09389299606605,109.91422133699385,108.44329470587662,109.51820373535156,5198800,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-28 00:00:00-04:00,107.80212700239112,108.47158742616513,105.46372384863648,105.51087188720703,9792300,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-29 00:00:00-04:00,105.88802347072506,106.40661587152093,104.68110143187413,105.2468490600586,6522400,0.0,0.0,TSM,1049178865664,29.445183,1.34,6.87
2021-09-01 00:00:00-04:00,149.98283843704763,152.09277878484346,149.50196155532296,149.66879272460938,80313700,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-02 00:00:00-04:00,151.0034698406252,151.83764073221985,149.56085404781211,150.78756713867188,71115500,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-03 00:00:00-04:00,150.89549719045843,151.749299563858,150.23798086351027,151.42544555664062,57808700,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-07 00:00:00-04:00,152.08294653860207,154.33027778829793,151.51375000527457,153.77090454101562,82278300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-08 00:00:00-04:00,154.05555622258143,154.11443606404353,151.1114443532583,152.22039794921875,74420200,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-09 00:00:00-04:00,152.5932662544077,153.20171102031637,151.08194767683096,151.19972229003906,57305700,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-10 00:00:00-04:00,152.11241016755477,152.58346376101343,145.92977372713005,146.1947479248047,140893200,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-13 00:00:00-04:00,147.82384373270557,148.5991198416723,145.97886239429423,146.7639617919922,102404300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-14 00:00:00-04:00,147.5490317533872,148.25561957289722,144.17311549895538,145.36056518554688,109296300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-15 00:00:00-04:00,145.79241672061602,146.65602765693535,143.64321266970225,146.253662109375,83281300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-16 00:00:00-04:00,145.674611041655,146.19473610738382,144.4773380668959,146.01808166503906,68034100,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-17 00:00:00-04:00,146.04755063760766,146.04755063760766,143.04454462427765,143.33895874023438,129868800,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-20 00:00:00-04:00,141.12104812479518,142.14166661900333,138.63818253431032,140.27706909179688,123478900,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-21 00:00:00-04:00,141.24863503100102,141.90616637912737,140.1200650564419,140.75794982910156,75834000,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-22 00:00:00-04:00,141.7589460412651,143.7020551685205,141.02291826849162,143.13287353515625,76404300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-23 00:00:00-04:00,143.9179652896226,144.33996235458966,142.92678656185444,144.09461975097656,64838200,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-24 00:00:00-04:00,142.94640117881744,144.7226790220036,142.8482581592234,144.18292236328125,53477900,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-27 00:00:00-04:00,142.75996249414771,143.24083941199348,141.14070721951342,142.6618194580078,74150700,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-28 00:00:00-04:00,140.58129850560428,142.05335398733837,139.0503632005245,139.26626586914062,108972300,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-29 00:00:00-04:00,139.81584971450067,141.7589590196526,139.38404431901697,140.1691436767578,74602000,0.0,0.0,AAPL,3675307114496,38.773376,0.41,6.31
2021-09-01 00:00:00-04:00,130.54351639899951,132.2494885556485,130.45179189786597,131.928466796875,6214200,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-02 00:00:00-04:00,132.04772087029795,132.74477957454695,131.69001766749713,132.0293731689453,5392500,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-03 00:00:00-04:00,131.85508584341503,132.41457169424828,131.6349694399354,132.12107849121094,5466400,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-07 00:00:00-04:00,132.36875902163794,132.5338463686239,131.4240412203839,131.62582397460938,6520600,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-08 00:00:00-04:00,131.23141796724087,132.93739025122633,131.16720801261584,132.62554931640625,6897800,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-09 00:00:00-04:00,132.59802662204572,132.8823529860543,131.75420038698317,132.06605529785156,6354700,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-10 00:00:00-04:00,132.13026331005972,132.49714735773725,131.45155231344822,132.19447326660156,5750000,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-13 00:00:00-04:00,132.85486464490296,135.03776548047452,132.85486464490296,133.61611938476562,9952500,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-14 00:00:00-04:00,134.0288538987692,134.23980348293156,132.9465634329012,133.38681030273438,5831800,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-15 00:00:00-04:00,133.31342631440774,133.69864401373138,132.75394046642,133.1024627685547,6237100,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-16 00:00:00-04:00,132.84569171546806,133.16671356096506,130.9929794497699,132.1761474609375,6142100,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-17 00:00:00-04:00,132.41458425519346,134.16641877343125,132.28617834258515,132.38706970214844,18737400,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-20 00:00:00-04:00,132.27702269453331,132.85485634781367,130.21334707018465,131.05715942382812,10238700,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-21 00:00:00-04:00,131.13971782568942,132.5613639923589,131.0480072958641,131.2589569091797,6651300,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-22 00:00:00-04:00,131.91018733032135,132.3962965967761,131.02967934106007,131.70840454101562,6332500,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-23 00:00:00-04:00,132.1302574003994,132.7080910026502,131.60746689923494,132.24949645996094,5171200,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-24 00:00:00-04:00,131.8918186778102,132.48798610004553,131.24060814388767,131.6625213623047,5009400,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-27 00:00:00-04:00,131.29561896635263,131.3139666676919,129.80061019429746,129.92901611328125,5749700,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-28 00:00:00-04:00,129.36952973532294,129.66302297976108,128.0029128917703,128.94761657714844,7015300,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-29 00:00:00-04:00,128.65408996911043,130.86450456539885,128.5715323323758,130.25917053222656,5460000,0.0,0.0,PG,384816611328,26.090843,2.47,6.29
2021-09-01 00:00:00-04:00,174.82000732421875,176.35000610351562,173.76199340820312,173.9499969482422,72598000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-02 00:00:00-04:00,174.73800659179688,175.59800720214844,172.75,173.156005859375,58474000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-03 00:00:00-04:00,172.60000610351562,174.1334991455078,171.82200622558594,173.90249633789062,51514000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-07 00:00:00-04:00,173.89999389648438,176.4044952392578,173.8470001220703,175.46449279785156,54758000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-08 00:00:00-04:00,175.58250427246094,177.281494140625,174.7834930419922,176.27499389648438,61068000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-09 00:00:00-04:00,176.30099487304688,177.49949645996094,174.01849365234375,174.20799255371094,54384000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-10 00:00:00-04:00,175.0915069580078,175.42250061035156,173.14549255371094,173.45750427246094,47946000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-13 00:00:00-04:00,174.13999938964844,174.8979949951172,171.89999389648438,172.85850524902344,51380000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-14 00:00:00-04:00,173.77749633789062,174.3404998779297,171.885498046875,172.5,38738000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-15 00:00:00-04:00,172.12600708007812,174.27099609375,170.10049438476562,173.7895050048828,59150000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-16 00:00:00-04:00,172.9980010986328,174.62750244140625,172.3070068359375,174.41200256347656,51672000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-17 00:00:00-04:00,174.42050170898438,174.87049865722656,172.60650634765625,173.12600708007812,92332000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-20 00:00:00-04:00,169.8000030517578,170.9499969482422,165.25050354003906,167.7864990234375,93382000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-21 00:00:00-04:00,168.75,168.98500061035156,166.6195068359375,167.18150329589844,55618000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-22 00:00:00-04:00,167.5500030517578,169.4499969482422,167.05250549316406,169.00250244140625,48228000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-23 00:00:00-04:00,169.00250244140625,171.447998046875,169.00250244140625,170.8000030517578,47588000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-24 00:00:00-04:00,170.10049438476562,171.46299743652344,169.6699981689453,171.2760009765625,42324000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-27 00:00:00-04:00,168.5749969482422,170.77850341796875,166.98049926757812,170.2899932861328,72690000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-28 00:00:00-04:00,167.885498046875,168.45950317382812,164.5050048828125,165.79800415039062,88616000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-29 00:00:00-04:00,166.10549926757812,167.56500244140625,164.89349365234375,165.05599975585938,51246000,0.0,0.0,AMZN,2397199663104,40.904156,N/A,5.53
2021-09-01 00:00:00-04:00,294.6745252651419,296.9317546635552,293.331862438641,293.66265869140625,18983800,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-02 00:00:00-04:00,294.02270422740054,295.1512893597949,292.057344925021,293.0010986328125,16285600,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-03 00:00:00-04:00,292.8453681711195,294.4118179045232,292.1351405686588,292.9913330078125,14747900,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-07 00:00:00-04:00,292.8648081603791,292.94263033034684,290.13084792905835,292.0572509765625,17180400,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-08 00:00:00-04:00,291.66809901400006,292.4756265566167,289.42060885659953,292.0864562988281,15046800,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-09 00:00:00-04:00,292.6799783157929,293.9642669456135,288.9633383530343,289.2065734863281,19927000,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-10 00:00:00-04:00,290.34494231543204,291.8043531923054,287.38719462460057,287.708251953125,19633400,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-13 00:00:00-04:00,289.49839648032906,290.46162764124614,286.1222921940224,288.95355224609375,23652900,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-14 00:00:00-04:00,291.45406942927184,293.234567267124,290.03358453682137,291.6778564453125,21853400,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-15 00:00:00-04:00,295.05405302131106,297.0583088061303,293.6530158155619,296.57183837890625,28356300,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-16 00:00:00-04:00,295.5404221355816,297.04846806628996,292.621600572826,296.9609069824219,19550800,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-17 00:00:00-04:00,295.9393384251087,296.26039574034155,291.4248800474828,291.75567626953125,41372500,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-20 00:00:00-04:00,288.31143268701317,290.6367746323378,281.68571054723094,286.33636474609375,38278700,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-21 00:00:00-04:00,287.68880735952234,289.48875340143735,286.11264834385094,286.8228759765625,22364100,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-22 00:00:00-04:00,288.70069387685174,292.09624729235685,286.54076441540616,290.5006103515625,26626300,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-23 00:00:00-04:00,290.763291562761,292.7578078290268,289.47900290076296,291.4540710449219,18604600,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-24 00:00:00-04:00,290.16000640118705,291.6875001593033,288.89516615233885,291.24969482421875,14999000,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-27 00:00:00-04:00,288.12665518466116,288.4477125312532,285.01323326207313,286.2099609375,23571700,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-28 00:00:00-04:00,281.95814872871944,282.9116411202936,275.0989299902921,275.84808349609375,43186200,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-29 00:00:00-04:00,277.38539572305075,279.01019004247365,275.35195325081514,276.3151550292969,26353700,0.0,0.0,MSFT,3041650016256,32.943237,0.81,12.42
2021-09-01 00:00:00-04:00,37.4900016784668,39.93000030517578,37.20000076293945,39.08000183105469,56911500,0.0,0.0,NIO,9369678848,N/A,N/A,-1.49
